170,23,9
171,23,10
172,23,8
173,23,11
174,23,36
175,24,9
176,24,68
177,24,77
178,24,78
179,24,14
180,24,79
181,24,65
182,24,34
183,24,19
184,24,80
185,25,3
186,25,18
187,25,9
188,25,81
189,25,36
190,25,4
191,25,5
192,25,57
193,25,14
194,26,14
195,26,9
196,26,8
197,26,3
198,26,4
199,26,39
200,27,4
201,27,9
202,27,37
203,27,14
204,27,22
205,27,13
206,27,82
207,28,9
208,28,18
209,28,73
210,28,14
211,28,15
212,28,3
213,28,1
214,28,36
215,28,28
216,28,83
217,29,7
218,29,3
219,29,9
220,29,18
221,29,1
222,29,4
223,29,8
224,29,84
225,29,36
226,31,18
227,31,1
228,31,8
229,31,37
230,31,11
231,31,4
232,31,85
233,31,86
234,31,87
235,32,5
236,32,13
237,32,1
238,32,15
239,32,3
240,32,10
241,33,18
242,33,3
243,33,9
244,33,4
245,33,8
246,33,1
247,33,84
248,33,36
249,34,4
250,34,5
251,34,18
252,34,48
253,34,49
254,34,9
255,34,50
256,34,36
257,35,3
258,35,13
259,35,18
260,35,88
261,35,14
262,35,55
263,35,33
264,35,36
265,35,28
266,35,52
267,36,8
268,36,5
269,36,18
270,36,1
271,36,14
272,36,4
273,36,9
274,36,84
275,36,55
276,36,36
277,37,4
278,37,9
279,37,1
280,37,8
281,37,57
282,37,66
283,37,14
284,37,36
285,38,26
286,38,27
287,38,28
288,38,29
289,38,30
290,38,32
292,38,24
293,38,25
294,39,89
295,39,90
296,39,91
297,39,9
298,39,55
299,39,92
300,39,3
301,39,18
302,39,93
303,39,94
304,40,4
305,40,5
306,40,18
307,40,48
308,40,49
309,40,9
310,40,50
311,40,36
312,41,5
313,41,9
314,41,74
315,41,3
316,41,4
317,41,18
318,41,13
319,42,35
320,42,9
321,42,37
322,42,95
323,42,96
324,42,97
325,42,55
326,42,82
327,43,36
328,44,1
329,44,4
330,44,98
331,44,18
332,44,15
333,44,22
334,44,78
335,44,36
336,44,99
337,45,14
338,45,1
339,45,9
340,45,77
341,45,100
342,45,101
343,45,102
344,45,33
345,46,4
346,46,13
347,46,18
348,46,9
349,46,3
350,46,67
351,46,55
352,47,14
353,47,36
354,48,14
355,48,4
356,48,1
357,48,57
358,48,9
359,48,35
360,48,36
361,49,4
362,49,68
363,49,102
364,49,101
365,49,18
366,49,9
367,49,103
368,49,25
369,50,7
370,50,18
371,50,5
372,50,9
373,50,74
374,50,4
375,50,1
376,50,39
377,52,4
378,52,5
379,52,18
380,52,48
381,52,49
382,52,9
383,52,50
384,52,36
385,53,9
386,53,18
387,53,1
388,53,8
389,53,57
390,53,15
391,53,66
392,53,36
393,54,60
394,54,9
395,54,62
396,54,63
397,55,104
398,55,105
399,55,9
400,55,18
401,55,4
402,55,106
403,55,107
404,55,108
405,55,109
406,56,1
407,56,18
408,56,4
409,56,92
410,56,74
411,56,42
412,56,110
413,56,34
414,57,9
415,57,38
416,57,57
417,57,111
418,57,14
419,57,19
420,57,23
421,58,88
422,58,4
423,58,18
424,58,22
425,58,112
426,58,113
427,58,114
428,59,3
429,59,1
430,59,13
431,59,115
432,59,116
433,59,85
434,59,14
435,59,34
436,60,18
437,60,9
438,60,10
439,60,117
440,60,118
441,60,75
442,60,119
443,60,36
444,61,68
445,61,57
446,61,1
447,61,77
448,61,10
449,61,101
450,61,102
451,61,9
452,61,25
453,62,9
454,62,18
455,62,4
456,62,1
457,62,22
458,62,15
459,62,98
460,62,25
461,62,99
462,63,18
463,63,4
464,63,1
465,63,39
466,63,3
467,63,24
468,63,120
469,63,76
470,63,14
471,63,99
472,64,88
473,64,9
474,64,1
475,65,60
476,65,9
477,65,62
478,65,63
479,67,9
480,67,3
481,67,18
482,67,4
483,67,1
484,67,55
485,67,121
486,68,14
487,68,1
488,68,9
489,68,4
490,68,3
491,68,122
492,68,66
493,69,26
494,69,27
495,69,28
496,69,29
497,69,30
500,69,24
501,69,124
502,70,4
503,70,18
504,70,9
505,70,125
506,70,1
507,70,10
508,70,88
509,71,66
510,71,10
511,71,9
512,71,126
513,71,70
514,71,71
515,71,69
516,71,24
517,71,124
518,72,9
519,72,36
520,72,127
521,73,66
522,73,10
523,73,9
524,73,126
525,73,70
526,73,71
527,73,69
528,73,24
529,73,124
530,74,9
531,74,4
532,74,14
533,74,19
534,74,23
535,74,24
536,75,128
537,76,9
538,76,1
539,76,8
540,76,57
541,76,18
542,76,66
543,77,9
544,77,129
545,77,29
546,77,130
547,77,28
550,77,14
551,78,78
552,78,28
553,78,19
556,78,14
557,78,25
558,79,4
559,79,1
560,79,92
561,79,77
562,79,14
563,79,18
564,79,131
565,80,18
566,80,9
567,80,14
568,80,1
569,80,3
570,80,122
571,80,66
572,81,19
573,81,25
574,82,14
575,82,4
576,82,9
577,82,18
578,82,22
579,82,19
580,82,23
581,82,24
582,82,124
583,83,1
584,83,18
585,83,4
586,83,9
587,83,55
588,84,8
589,84,37
590,84,10
591,84,4
592,84,19
593,84,9
594,84,39
595,84,34
596,85,1
597,85,8
598,85,4
599,85,7
600,85,54
601,85,53
602,85,52
603,85,55
604,85,36
605,85,28
606,86,9
607,86,10
608,86,1
609,86,117
610,86,118
611,86,75
612,86,119
613,86,36
614,87,104
615,87,105
616,87,9
617,87,18
618,87,4
619,87,106
620,87,107
621,87,108
622,87,109
623,88,5
624,88,13
625,88,18
626,88,9
627,88,4
628,88,10
629,88,1
630,88,132
631,88,28
632,89,74
633,89,18
634,89,3
635,89,1
636,89,9
637,89,77
638,89,10
639,90,1
640,90,8
641,90,4
642,90,3
643,90,5
644,90,53
645,90,52
646,90,80
647,90,124
648,90,28
649,91,133
650,91,128
651,91,134
652,91,135
653,91,136
654,91,137
655,91,138
656,91,139
657,91,140
658,92,134
659,92,139
660,92,136
661,92,141
662,92,137
663,92,14
664,92,142
665,93,134
666,93,143
667,93,103
668,93,144
669,93,145
670,93,146
671,93,141
672,94,134
673,94,143
674,94,147
675,94,144
676,94,141
677,94,148
678,94,136
679,95,139
680,95,134
681,95,149
682,95,145
683,95,150
684,95,14
685,95,151
686,96,134
687,96,139
688,96,141
689,96,142
690,96,137
691,96,136
692,96,152
693,97,135
694,97,57
695,97,149
696,97,139
697,97,137
698,97,153
699,97,154
700,98,134
701,98,139
702,98,136
703,98,149
704,98,135
705,98,145
706,98,141
707,99,149
708,99,146
709,99,145
710,99,155
711,99,142
712,99,152
713,99,156
714,99,157
715,99,36
716,100,139
717,100,137
718,100,136
719,100,13
720,100,14
721,100,85
722,100,140
723,100,36
724,101,140
725,101,158
726,102,36
727,102,134
728,102,142
729,102,136
730,102,152
731,102,139
732,102,159
733,102,57
734,103,141
735,103,136
736,103,148
737,103,160
738,103,143
739,103,158
740,103,35
741,104,133
742,104,134
743,104,135
744,104,138
745,104,140
746,104,136
747,104,139
748,104,137
749,105,139
750,105,161
751,105,162
752,105,14
753,105,146
754,105,143
755,105,140
756,105,36
757,106,134
758,106,146
759,106,137
760,106,136
761,106,141
762,106,139
763,106,142
764,107,134
765,107,139
766,107,141
767,107,136
768,107,142
769,107,14
770,107,137
771,107,128
772,108,140
773,108,163
774,109,142
775,109,68
776,109,78
777,109,164
778,109,165
779,109,166
780,109,167
781,110,139
782,110,134
783,110,145
784,110,149
785,110,154
786,110,14
787,110,151
788,111,134
789,111,141
790,111,139
791,111,143
792,111,160
793,111,168
794,111,14
795,112,88
796,112,134
797,112,169
798,112,142
799,112,19
800,112,140
801,112,141
802,112,139
803,112,170
804,112,83
805,113,134
806,113,141
807,113,136
808,113,139
809,113,152
810,113,171
811,113,155
812,113,172
813,114,134
814,114,143
815,114,160
816,114,144
817,114,173
818,114,174
819,114,175
820,114,36
821,114,176
822,115,177
823,115,9
824,115,178
825,115,139
826,115,179
827,115,159
828,115,36
829,115,134
830,116,99
831,116,36
832,116,180
833,116,175
834,116,181
835,116,14
836,116,182
837,117,14
838,117,183
839,117,139
840,117,184
841,117,185
842,117,175
843,117,36
844,117,186
845,117,187
846,117,188
847,119,134
848,119,138
849,119,142
850,119,137
851,119,179
852,119,57
853,120,189
854,120,190
855,120,191
856,120,134
857,120,192
858,120,42
859,120,193
860,120,185
861,120,175
862,120,36
863,121,18
864,121,141
865,121,183
866,121,77
867,121,139
868,121,9
869,121,150
870,122,134
871,122,143
872,122,160
873,122,136
874,122,103
875,122,194
876,122,195
877,123,63
878,123,134
879,123,138
880,123,141
881,123,140
882,123,196
883,123,46
884,123,47
885,124,162
886,124,192
887,124,190
888,124,197
889,124,134
890,125,14
891,125,9
892,125,139
893,125,136
894,125,198
895,125,143
896,125,78
897,125,187
898,125,186
899,126,77
900,126,134
901,126,162
902,126,192
903,126,42
904,126,14
905,126,197
906,127,14
907,127,9
908,127,139
909,127,136
910,127,198
911,127,143
912,127,78
913,127,187
914,127,186
915,128,134
916,128,139
917,128,145
918,128,135
919,128,137
920,128,136
921,128,199
922,128,200
923,128,201
924,128,202
925,129,156
926,129,203
927,129,146
928,129,147
929,129,149
930,129,134
931,129,145
932,129,175
933,130,14
934,130,139
935,130,136
936,130,146
937,130,161
938,130,143
939,130,140
940,130,36
941,131,134
942,131,140
943,131,44
944,131,149
945,131,204
946,131,128
947,132,192
948,132,205
949,132,206
950,132,197
951,132,134
952,133,88
953,133,134
954,133,169
955,133,142
956,133,19
957,133,137
958,133,139
959,133,141
960,133,140
961,133,207
962,134,134
963,134,143
964,134,147
965,134,144
966,134,141
967,134,148
968,134,136
969,135,208
970,135,152
971,135,57
972,135,139
973,135,145
974,135,14
975,135,154
976,136,141
977,136,140
978,136,136
979,136,145
980,136,139
981,136,134
982,137,134
983,137,136
984,137,141
985,137,139
986,137,137
987,137,209
988,137,149
989,138,14
990,138,78
991,138,183
992,138,139
993,138,136
994,138,184
995,138,185
996,138,36
997,138,187
998,138,186
999,139,210
1000,139,34
1001,139,6
1002,140,145
1003,140,149
1004,140,134
1005,140,139
1006,140,154
1007,140,14
1008,140,151
1009,141,134
1010,141,139
1011,141,145
1012,141,135
1013,141,137
1014,141,136
1015,141,199
1016,141,200
1017,141,201
1018,141,202
1019,142,182
1020,142,211
1021,142,14
1022,142,122
1023,142,212
1024,142,213
1025,142,99
1026,142,175
1027,142,36
1028,143,139
1029,143,134
1030,143,145
1031,143,14
1032,143,154
1033,143,149
1034,143,151
1035,144,197
1036,144,189
1037,144,190
1038,144,192
1039,144,134
1040,144,201
1041,144,206
1042,144,193
1043,144,185
1044,145,134
1045,145,137
1046,145,152
1047,145,147
1048,145,156
1049,145,214
1050,145,142
1051,145,175
1052,145,60
1053,146,14
1054,146,9
1055,146,139
1056,146,136
1057,146,198
1058,146,143
1059,146,78
1060,146,187
1061,146,186
1062,147,136
1063,147,215
1064,147,135
1065,147,151
1066,147,140
1069,148,102
1070,148,194
1071,148,178
1072,148,146
1073,148,145
1074,148,192
1075,148,175
1076,148,216
1077,149,88
1078,149,134
1079,149,142
1080,149,19
1081,150,71
1082,150,149
1083,150,145
1084,150,208
1085,150,137
1086,150,217
1087,151,134
1088,151,142
1089,151,136
1090,151,141
1091,151,145
1092,151,98
1093,151,137
1094,151,36
1095,152,199
1096,152,162
1097,152,190
1098,152,197
1099,152,189
1100,152,201
1101,152,216
1102,152,218
1103,153,99
1104,153,36
1105,153,180
1106,153,175
1107,153,181
1108,153,14
1109,153,182
1110,154,134
1111,154,192
1112,154,208
1113,154,145
1114,154,197
1115,154,139
1116,154,149
1117,155,134
1118,155,139
1119,155,136
1120,155,14
1121,155,141
1122,155,142
1123,155,137
1124,156,137
1125,156,138
1126,156,139
1127,156,134
1128,156,145
1129,156,140
1130,156,151
1131,157,145
1132,157,139
1133,157,134
1134,157,14
1135,157,140
1136,157,201
1137,157,180
1138,158,63
1139,158,134
1140,158,138
1141,158,141
1142,158,140
1143,158,196
1144,158,46
1145,158,47
1146,159,219
1147,159,220
1148,159,221
1149,159,147
1150,159,156
1151,159,222
1154,159,223
1155,159,224
1156,160,219
1157,160,221
1158,160,220
1159,160,140
1162,160,223
1163,160,225
1164,160,226
1165,160,224
1166,161,134
1167,161,143
1168,161,160
1169,161,136
1170,161,103
1171,161,194
1172,161,195
1173,162,162
1174,162,192
1175,162,190
1176,162,197
1177,162,134
1178,163,141
1179,163,137
1180,163,149
1181,163,227
1182,163,136
1183,163,145
1184,164,14
1185,164,9
1186,164,139
1187,164,136
1188,164,198
1189,164,143
1190,164,78
1191,164,187
1192,164,186
1193,165,141
1194,165,136
1195,165,148
1196,165,160
1197,165,143
1198,165,158
1199,165,35
1200,166,199
1201,166,228
1202,166,162
1203,166,189
1204,166,134
1205,166,192
1206,166,201
1207,166,216
1208,166,218
1209,167,183
1210,167,148
1211,167,9
1212,167,229
1213,167,92
1214,167,230
1215,167,231
1216,168,141
1217,168,139
1218,168,134
1219,168,155
1220,168,145
1221,168,136
1222,168,149
1223,168,24
1224,168,36
1225,168,232
1226,169,14
1227,169,18
1228,169,9
1229,169,148
1230,169,92
1231,169,233
1232,169,139
1233,170,219
1234,170,221
1235,170,220
1236,170,140
1237,170,209
1238,170,224
1239,171,134
1240,171,160
1241,171,141
1242,171,143
1243,171,140
1244,171,144
1245,171,128
1246,173,139
1247,173,134
1248,173,145
1249,173,149
1250,173,154
1251,173,14
1252,173,201
1253,174,128
1254,175,162
1255,175,190
1256,175,189
1257,175,134
1258,175,77
1259,175,92
1260,175,34
1261,175,140
1262,176,134
1263,176,137
1264,176,141
1265,176,142
1266,176,136
1267,177,145
1268,177,149
1269,177,142
1270,177,156
1271,177,138
1272,177,208
1273,177,187
1274,178,136
1275,178,141
1276,178,149
1277,178,134
1278,179,139
1279,179,166
1280,179,134
1281,179,149
1282,179,234
1283,179,151
1284,179,146
1285,179,36
1286,179,235
1287,180,136
1288,180,135
1289,180,140
1290,180,151
1291,180,139
1292,180,236
1293,181,21
1294,181,237
1295,181,151
1298,181,238
1299,181,177
1300,182,77
1301,182,239
1302,182,92
1303,182,177
1304,182,78
1305,182,240
1306,182,14
1307,182,19
1308,182,80
1309,183,241
1310,183,151
1311,183,78
1312,183,21
1315,183,177
1316,184,242
1317,184,42
1318,184,233
1319,184,243
1320,184,239
1321,184,177
1322,184,244
1323,184,245
1324,185,77
1325,185,246
1326,185,239
1327,185,242
1328,185,247
1329,185,42
1330,186,241
1331,186,248
1332,186,177
1333,186,92
1334,186,240
1335,186,239
1336,186,247
1337,186,175
1338,187,241
1339,187,151
1340,187,21
1343,187,177
1344,188,249
1345,188,250
1346,188,251
1347,188,252
1348,188,253
1349,188,254
1350,188,255
1351,189,246
1352,189,256
1353,189,9
1354,189,4
1355,189,85
1356,189,257
1357,189,258
1358,191,241
1359,191,151
1360,191,21
1363,191,177
1364,192,77
1365,192,239
1366,192,259
1367,192,92
1368,192,78
1369,192,240
1370,192,177
1371,192,19
1372,192,80
1373,193,246
1374,193,256
1375,193,9
1376,193,4
1377,193,148
1378,193,122
1379,193,257
1380,194,260
1381,194,77
1382,194,42
1383,194,92
1384,194,261
1385,194,239
1386,194,246
1387,195,262
1388,195,241
1389,195,263
1390,195,264
1393,195,177
1394,196,241
1395,196,151
1396,196,21
1397,196,237
1398,196,265
1399,196,244
1400,196,177
1401,196,266
1402,197,246
1403,197,267
1404,197,42
1405,197,268
1406,197,269
1407,197,92
1408,197,241
1409,198,250
1410,198,249
1411,198,270
1412,198,77
1413,198,252
1414,198,253
1415,198,255
1416,200,241
1417,200,151
1418,200,21
1421,200,177
1422,201,271
1423,201,241
1424,201,151
1425,201,262
1428,201,177
1429,202,77
1430,202,42
1431,202,177
1432,202,14
1433,202,272
1434,202,246
1435,202,85
1436,202,36
1437,203,177
1438,204,88
1439,204,9
1440,205,233
1441,205,262
1442,205,39
1443,205,246
1444,205,42
1445,205,243
1446,205,92
1447,206,78
1448,206,241
1449,206,271
1452,206,177
1453,208,77
1454,208,177
1455,208,42
1456,208,233
1457,208,246
1458,208,256
1459,208,85
1460,209,77
1461,209,233
1462,209,92
1463,209,78
1464,209,14
1465,209,177
1466,209,9
1467,209,34
1468,210,14
1469,210,273
1470,210,177
1471,210,42
1472,210,92
1473,210,274
1474,210,201
1475,211,275
1476,211,151
1477,211,276
1480,211,238
1481,211,177
1482,212,277
1483,212,233
1484,212,42
1485,212,278
1486,212,65
1487,212,92
1488,212,279
1489,212,177
1490,213,77
1491,213,92
1492,213,240
1493,213,42
1494,213,233
1495,213,246
1496,213,177
1497,213,19
1498,213,80
1499,214,241
1500,214,151
1501,214,21
1504,214,177
1505,215,77
1506,215,233
1507,215,42
1508,215,256
1509,215,241
1510,215,260
1511,215,92
1512,216,77
1513,216,239
1514,216,177
1515,216,21
1516,216,14
1517,217,77
1518,217,233
1519,217,177
1520,217,92
1521,217,239
1522,217,280
1523,217,42
1524,218,233
1525,218,77
1526,218,243
1527,218,256
1528,218,177
1529,218,246
1530,218,42
1531,218,128
1532,218,133
1533,219,271
1534,219,262
1535,219,151
1538,219,238
1539,219,177
1540,220,281
1541,220,77
1542,220,78
1543,220,246
1544,220,14
1545,220,42
1546,220,282
1547,220,283
1548,220,36
1549,221,42
1550,221,77
1551,221,92
1552,221,240
1553,221,177
1554,221,233
1555,221,239
1556,221,34
1557,221,19
1558,221,80
1559,222,177
1560,222,284
1561,222,32
1562,222,285
1563,222,286
1564,222,287
1565,222,185
1566,222,55
1567,222,36
1568,222,288
1569,223,42
1570,223,14
1571,223,233
1572,223,88
1573,223,246
1574,223,243
1575,224,244
1576,224,256
1577,224,14
1578,224,246
1579,224,242
1580,224,42
1581,224,241
1582,224,289
1583,225,77
1584,225,42
1585,225,290
1586,225,76
1587,225,36
1588,225,92
1589,225,233
1590,225,242
1591,225,291
1592,225,177
1593,226,177
1594,226,77
1595,226,14
1596,226,246
1597,226,292
1598,226,127
1599,227,177
1600,227,68
1601,227,240
1602,227,293
1603,227,92
1604,227,77
1605,227,294
1606,228,42
1607,228,77
1608,228,177
1609,228,14
1610,228,295
1611,228,92
1612,228,296
1613,229,281
1614,229,42
1615,229,177
1616,229,14
1617,229,297
1618,229,298
1619,229,299
1620,230,177
1621,230,300
1622,230,301
1623,230,241
1624,230,243
1625,231,302
1626,231,303
1627,231,304
1628,231,305
1629,231,306
1630,231,262
1631,231,21
1632,231,177
1633,232,77
1634,232,307
1635,232,92
1636,232,308
1637,232,235
1638,233,309
1639,234,241
1640,234,151
1641,234,21
1644,234,177
1645,235,9
1646,235,183
1647,235,32
1648,235,310
1649,235,311
1650,235,312
1651,235,39
1652,235,313
1653,235,314
1654,236,241
1655,236,151
1656,236,21
1657,236,237
1658,236,265
1659,236,244
1660,236,177
1661,238,243
1662,238,77
1663,238,42
1664,238,233
1665,238,177
1666,238,36
1667,239,246
1668,239,42
1669,239,256
1670,239,239
1671,239,242
1672,239,233
1673,239,241
1674,240,92
1675,240,177
1676,240,284
1677,240,32
1678,240,285
1679,240,286
1680,240,287
1681,240,185
1682,240,36
1683,240,288
1684,241,233
1685,241,92
1686,241,256
1687,241,42
1688,241,246
1689,241,77
1690,241,177
1691,242,183
1692,242,177
1693,242,18
1694,242,9
1695,242,136
1696,242,315
1697,242,77
1698,243,256
1699,243,242
1700,243,239
1701,243,243
1702,243,92
1703,243,233
1704,243,177
1705,243,34
1706,243,316
1707,244,239
1708,244,177
1709,244,240
1710,244,21
1711,244,262
1712,244,317
1713,245,92
1714,245,177
1715,245,42
1716,245,77
1717,245,233
1718,245,246
1719,245,243
1720,245,318
1721,245,55
1722,246,319
1723,246,14
1724,246,177
1725,246,77
1726,246,78
1727,246,239
1728,246,320
1729,246,321
1730,246,322
1731,247,92
1732,247,42
1733,247,249
1734,247,260
1735,247,77
1736,247,177
1737,247,246
1738,248,271
1739,248,262
1740,248,77
1741,248,21
1742,248,323
1743,248,198
1746,248,177
1747,249,244
1748,250,77
1749,250,248
1750,250,264
1751,250,177
1752,250,233
1753,250,92
1754,250,249
1755,251,271
1756,251,241
1757,251,324
1758,251,21
1759,251,177
1760,252,262
1761,252,215
1762,252,151
1765,252,177
1766,253,177
1767,253,295
1768,253,136
1769,253,9
1770,253,42
1771,253,198
1772,253,95
1773,254,262
1774,254,325
1775,254,151
1776,254,244
1777,254,177
1778,254,266
1779,255,42
1780,255,246
1781,255,240
1782,255,143
1783,255,77
1784,255,233
1785,255,34
1786,255,177
1787,256,77
1788,256,177
1789,256,14
1790,256,21
1791,256,42
1792,256,34
1793,256,326
1794,257,327
1795,257,177
1796,257,328
1797,257,77
1798,257,329
1799,257,312
1800,257,314
1801,258,177
1802,258,246
1803,258,14
1804,258,242
1805,258,85
1806,258,35
1807,259,262
1808,259,281
1809,259,42
1810,259,177
1811,259,297
1812,259,299
1813,259,298
1814,260,77
1815,260,42
1816,260,92
1817,260,233
1818,260,324
1819,260,241
1820,260,260
1821,261,177
1822,261,92
1823,261,233
1824,261,239
1825,261,243
1826,261,77
1827,261,246
1828,262,77
1829,262,239
1830,262,177
1831,262,330
1832,262,14
1833,263,262
1834,263,233
1835,263,331
1836,263,281
1837,263,42
1838,263,14
1839,263,246
1840,263,128
1841,264,243
1842,264,246
1843,264,42
1844,264,256
1845,264,295
1846,264,177
1847,264,332
1848,265,246
1849,265,256
1850,265,9
1851,265,4
1852,265,85
1853,265,257
1854,265,258
1855,266,333
1856,266,271
1857,266,324
1858,266,21
1861,266,177
1862,267,177
1863,267,77
1864,267,256
1865,267,233
1866,267,42
1867,267,95
1868,267,246
1869,269,334
1870,269,118
1871,270,177
1872,270,85
1873,270,35
1874,270,42
1875,271,215
1876,271,262
1877,271,151
1878,271,19
1879,271,264
1882,271,335
1883,272,336
1884,272,337
1885,272,338
1886,272,339
1887,272,340
1888,272,341
1889,272,342
1890,272,21
1891,272,343
1892,272,344
1893,273,345
1894,273,341
1895,273,340
1896,273,92
1897,273,239
1898,273,237
1899,273,346
1900,274,241
1901,274,21
1902,274,340
1905,274,335
1906,275,270
1907,275,340
1908,275,341
1909,275,347
1910,275,345
1911,275,348
1912,275,349
1913,275,350
1914,276,239
1915,276,351
1916,276,340
1917,276,92
1918,276,352
1919,276,19
1920,276,34
1921,277,151
1922,277,21
1923,277,262
1924,277,264
1927,277,335
1928,277,238
1929,278,241
1930,278,151
1931,278,271
1932,278,21
1935,278,335
1936,279,341
1937,279,353
1938,279,241
1939,279,340
1940,279,92
1941,279,345
1942,280,241
1943,280,21
1944,280,151
1945,280,340
1948,280,335
1949,280,238
1950,281,340
1951,281,239
1952,281,354
1953,281,351
1954,281,355
1955,281,356
1956,281,357
1957,281,358
1958,281,359
1959,282,360
1960,282,281
1961,282,361
1962,282,92
1963,282,345
1964,282,317
1965,282,128
1966,282,36
1967,282,133
1968,283,262
1969,283,248
1970,283,239
1971,283,264
1972,283,354
1973,283,355
1974,283,343
1975,283,34
1976,284,241
1977,284,21
1978,284,340
1979,284,351
1980,284,151
1982,284,335
1983,284,238
1984,285,362
1985,285,341
1986,285,14
1987,285,92
1988,285,340
1989,285,85
1990,285,363
1991,286,341
1992,286,345
1993,286,14
1994,286,340
1995,286,92
1996,286,111
1997,286,181
1998,287,92
1999,287,340
2000,287,364
2001,287,361
2002,287,19
2003,287,239
2004,287,345
2005,287,128
2006,288,241
2007,288,151
2008,288,78
2009,288,21
2010,288,340
2012,288,335
2013,289,365
2014,289,366
2015,289,345
2016,289,341
2017,289,360
2018,289,367
2019,289,368
2020,289,34
2021,289,36
2022,290,34
2023,290,360
2024,290,340
2025,290,21
2026,290,241
2027,290,341
2028,290,369
2029,291,370
2030,291,241
2031,291,271
2034,291,335
2035,291,238
2036,292,340
2037,292,360
2038,292,371
2039,292,341
2040,292,292
2041,292,372
2042,292,36
2043,292,127
2044,292,309
2045,293,340
2046,293,347
2047,293,373
2048,293,351
2049,293,374
2050,293,375
2051,293,350
2052,293,348
2053,294,345
2054,294,340
2055,294,92
2056,294,341
2057,294,239
2058,294,247
2059,294,376
2060,295,340
2061,295,92
2062,295,345
2063,295,341
2064,295,364
2065,295,276
2066,295,239
2067,295,128
2068,296,241
2069,296,151
2070,296,21
2071,296,340
2074,296,335
2075,297,215
2076,297,21
2077,297,262
2078,297,151
2079,297,264
2082,297,335
2083,298,317
2084,298,99
2085,299,92
2086,299,242
2087,299,371
2088,299,340
2089,299,341
2090,299,361
2091,299,239
2092,299,19
2093,299,36
2094,301,341
2095,301,280
2096,301,264
2097,301,60
2098,301,247
2099,301,376
2100,301,262
2101,301,377
2102,301,21
2103,301,104
2104,302,92
2105,302,340
2106,302,341
2107,302,345
2108,302,248
2109,302,128
2110,303,262
2111,303,151
2112,303,215
2113,303,21
2114,303,264
2116,303,335
2117,304,262
2118,304,247
2119,304,354
2120,304,378
2121,304,248
2122,304,379
2123,304,359
2124,304,60
2125,304,202
2126,304,358
2127,306,345
2128,306,347
2129,306,348
2130,306,21
2131,306,380
2132,306,381
2133,306,382
2134,306,383
2135,306,384
2136,306,385
2137,307,360
2138,307,340
2139,307,386
2140,307,387
2141,307,365
2142,307,367
2143,307,368
2144,307,34
2145,307,36
2146,308,22
2147,308,345
2148,308,340
2149,308,92
2150,308,14
2151,308,19
2152,308,23
2153,309,241
2154,309,151
2155,309,34
2157,309,335
2158,309,238
2159,309,388
2160,309,389
2161,310,286
2162,310,340
2163,310,345
2164,310,341
2165,310,390
2166,310,347
2167,310,317
2168,310,34
2169,310,373
2170,310,391
2171,311,392
2172,312,335
2173,313,21
2174,313,151
2175,313,388
2176,313,393
2177,313,394
2178,313,395
2179,313,303
2180,313,396
2181,313,389
2182,314,345
2183,314,92
2184,314,340
2185,314,356
2186,314,239
2187,314,397
2188,314,398
2189,315,21
2190,315,151
2191,315,262
2192,315,215
2195,315,335
2196,316,92
2197,316,14
2198,316,78
2199,316,239
2200,316,241
2201,316,399
2202,317,353
2203,317,92
2204,317,341
2205,317,241
2206,317,345
2207,317,340
